TIMESTAMP,mm,m/s,MWat/m2,cm,%,?C,Kpa,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,1.5545
,,,,,,,,1.602
,,,,,,,,1.555
,,,,,,,,1.56
,,,,,,,,1.6115
,,,,,,,,1.6315
,,,,,,,,1.654
,,,,,,,,1.626
,,,,,,,,1.64
,,,,,,,,1.624
,,,,,,,,1.5995
,,,,,,,,1.601
,,,,,,,,1.6035
,,,,,,,,1.5935
,,,,,,,,1.595
,,,,,,,,1.606
,,,,,,,,1.585
,,,,,,,,1.583
,,,,,,,,1.578
,,,,,,,,1.571
,,,,,,,,1.581
,,,,,,,,1.598
,,,,,,,,1.597
,,,,,,,,1.6015
,,,,,,,,1.623
,,,,,,,,1.628
,,,,,,,,1.609
,,,,,,,,1.6085
,,,,,,,,1.6255
,,,,,,,,1.686
,,,,,,,,1.6665
,,,,,,,,1.613
,,,,,,,,1.6105
,,,,,,,,1.62
,,,,,,,,1.6135
,,,,,,,,1.5975
,,,,,,,,1.5955
,,,,,,,,1.5855
,,,,,,,,1.575
,,,,,,,,1.56
,,,,,,,,1.556
,,,,,,,,1.5805
,,,,,,,,1.56
,,,,,,,,1.57
,,,,,,,,1.5835
,,,,,,,,1.558
,,,,,,,,1.541
,,,,,,,,1.5385
,,,,,,,,1.549
,,,,,,,,1.666
,,,,,,,,1.558
,,,,,,,,1.6585
,,,,,,,,1.64
,,,,,,,,1.6845
,,,,,,,,1.736
,,,,,,,,1.621
,,,,,,,,1.617
,,,,,,,,1.6325
,,,,,,,,1.582
,,,,,,,,1.5725
,,,,,,,,1.612
,,,,,,,,1.571
,,,,,,,,1.591
,,,,,,,,1.578
,,,,,,,,1.557
,,,,,,,,1.5575
,,,,,,,,1.554
,,,,,,,,1.5715
,,,,,,,,1.538
,,,,,,,,1.539
,,,,,,,,1.5345
,,,,,,,,1.5465
,,,,,,,,1.59
,,,,,,,,1.615
,,,,,,,,1.6175
,,,,,,,,1.565
,,,,,,,,1.605
,,,,,,,,1.636
,,,,,,,,1.6485
,,,,,,,,1.6215
,,,,,,,,1.6125
,,,,,,,,1.6085
,,,,,,,,1.587
,,,,,,,,1.5635
,,,,,,,,1.586
,,,,,,,,1.5775
,,,,,,,,1.571
,,,,,,,,1.5525
,,,,,,,,1.545
,,,,,,,,1.5515
,,,,,,,,1.5565
,,,,,,,,1.546
,,,,,,,,1.548
,,,,,,,,1.5495
,,,,,,,,1.5155
,,,,,,,,1.5355
,,,,,,,,1.5635
,,,,,,,,1.642
,,,,,,,,1.571
,,,,,,,,1.6295
,,,,,,,,1.6405
,,,,,,,,1.702
,,,,,,,,1.622
,,,,,,,,1.5935
,,,,,,,,1.6025
,,,,,,,,1.609
,,,,,,,,1.557
,,,,,,,,1.5375
,,,,,,,,1.549
,,,,,,,,1.524
,,,,,,,,1.552
,,,,,,,,1.518
,,,,,,,,1.5425
,,,,,,,,1.5125
,,,,,,,,1.537
,,,,,,,,1.555
,,,,,,,,1.51
,,,,,,,,1.5165
,,,,,,,,1.512
,,,,,,,,1.5375
,,,,,,,,1.519
,,,,,,,,1.5165
,,,,,,,,1.5475
,,,,,,,,1.572
,,,,,,,,1.528
,,,,,,,,1.587
,,,,,,,,1.6045
,,,,,,,,1.561
,,,,,,,,1.587
,,,,,,,,1.5765
,,,,,,,,1.546
,,,,,,,,1.539
,,,,,,,,1.514
,,,,,,,,1.536
,,,,,,,,1.523
,,,,,,,,1.521
,,,,,,,,1.5315
,,,,,,,,1.5205
,,,,,,,,1.521
,,,,,,,,1.523
,,,,,,,,1.5125
,,,,,,,,1.5325
,,,,,,,,1.5025
,,,,,,,,1.529
,,,,,,,,1.4855
,,,,,,,,1.5795
,,,,,,,,1.582
,,,,,,,,1.672
,,,,,,,,1.56
,,,,,,,,1.575
,,,,,,,,1.557
,,,,,,,,1.585
,,,,,,,,1.5615
,,,,,,,,1.6005
,,,,,,,,1.5535
,,,,,,,,1.545
,,,,,,,,1.546
,,,,,,,,1.5175
,,,,,,,,1.512
,,,,,,,,1.5345
,,,,,,,,1.5035
,,,,,,,,1.4975
,,,,,,,,1.5245
,,,,,,,,1.504
,,,,,,,,1.534
,,,,,,,,1.533
,,,,,,,,1.511
,,,,,,,,1.5215
,,,,,,,,1.5285
,,,,,,,,1.572
,,,,,,,,1.603
,,,,,,,,1.556
,,,,,,,,1.543
,,,,,,,,1.584
,,,,,,,,1.619
,,,,,,,,1.5775
,,,,,,,,1.584
,,,,,,,,1.571
,,,,,,,,1.522
,,,,,,,,1.524
,,,,,,,,1.5305
,,,,,,,,1.5135
,,,,,,,,1.5235
,,,,,,,,1.534
,,,,,,,,1.5165
,,,,,,,,1.538
,,,,,,,,1.5195
,,,,,,,,1.5275
,,,,,,,,1.5375
,,,,,,,,1.523
,,,,,,,,1.538
,,,,,,,,1.5095
,,,,,,,,1.4935
,,,,,,,,1.5705
,,,,,,,,1.55
,,,,,,,,1.5845
,,,,,,,,1.601
,,,,,,,,1.6315
,,,,,,,,1.589
,,,,,,,,1.6095
,,,,,,,,1.593
,,,,,,,,1.5765
,,,,,,,,1.5725
,,,,,,,,1.559
,,,,,,,,1.5565
,,,,,,,,1.5505
,,,,,,,,1.5325
,,,,,,,,1.56
,,,,,,,,1.518
,,,,,,,,1.517
,,,,,,,,1.568
,,,,,,,,1.533
,,,,,,,,1.517
,,,,,,,,1.507
,,,,,,,,1.506
,,,,,,,,1.507
,,,,,,,,1.5695
,,,,,,,,1.5265
,,,,,,,,1.5175
,,,,,,,,1.531
,,,,,,,,1.5535
,,,,,,,,1.6105
,,,,,,,,1.5995
,,,,,,,,1.5725
,,,,,,,,1.5785
,,,,,,,,1.557
,,,,,,,,1.5625
,,,,,,,,1.5435
,,,,,,,,1.545
,,,,,,,,1.551
,,,,,,,,1.5425
,,,,,,,,1.508
,,,,,,,,1.5415
,,,,,,,,1.5425
,,,,,,,,1.5275
,,,,,,,,1.5215
,,,,,,,,1.5105
,,,,,,,,1.5055
,,,,,,,,1.506
,,,,,,,,1.4995
,,,,,,,,1.4985
,,,,,,,,1.5245
,,,,,,,,1.5
,,,,,,,,1.564
,,,,,,,,1.5485
,,,,,,,,1.5865
,,,,,,,,1.539
,,,,,,,,1.5625
,,,,,,,,1.5445
,,,,,,,,1.552
,,,,,,,,1.53
,,,,,,,,1.499
,,,,,,,,1.5415
,,,,,,,,1.523
,,,,,,,,1.5255
,,,,,,,,1.5135
,,,,,,,,1.5125
,,,,,,,,1.497
,,,,,,,,1.517
,,,,,,,,1.4985
,,,,,,,,1.515
,,,,,,,,1.491
,,,,,,,,1.479
,,,,,,,,1.481
,,,,,,,,1.5105
,,,,,,,,1.532
,,,,,,,,1.524
,,,,,,,,1.535
,,,,,,,,1.5785
,,,,,,,,1.5245
,,,,,,,,1.5215
,,,,,,,,1.562
,,,,,,,,1.5545
,,,,,,,,1.5365
,,,,,,,,1.536
,,,,,,,,1.5005
,,,,,,,,1.5245
,,,,,,,,1.523
,,,,,,,,1.499
,,,,,,,,1.499
,,,,,,,,1.5035
,,,,,,,,1.5045
,,,,,,,,1.481
,,,,,,,,1.502
,,,,,,,,1.4885
,,,,,,,,1.4875
,,,,,,,,1.4815
,,,,,,,,1.479
,,,,,,,,1.503
,,,,,,,,1.495
,,,,,,,,1.5605
,,,,,,,,1.5635
,,,,,,,,1.5495
,,,,,,,,1.5815
,,,,,,,,1.612
,,,,,,,,1.594
,,,,,,,,1.5595
,,,,,,,,1.5365
,,,,,,,,1.4935
,,,,,,,,1.5175
,,,,,,,,1.4935
,,,,,,,,1.492
,,,,,,,,1.5
,,,,,,,,1.501
,,,,,,,,1.467
,,,,,,,,1.5035
,,,,,,,,1.4855
,,,,,,,,1.4705
,,,,,,,,1.4765
,,,,,,,,1.496
,,,,,,,,1.473
,,,,,,,,1.4695
,,,,,,,,1.4555
,,,,,,,,1.5485
,,,,,,,,1.5005
,,,,,,,,1.5725
,,,,,,,,1.4735
,,,,,,,,1.6135
,,,,,,,,1.538
,,,,,,,,1.555
,,,,,,,,1.528
,,,,,,,,1.5445
,,,,,,,,1.53
,,,,,,,,1.5025
,,,,,,,,1.4995
,,,,,,,,1.4765
,,,,,,,,1.472
,,,,,,,,1.4975
,,,,,,,,1.473
,,,,,,,,1.4745
,,,,,,,,1.4535
,,,,,,,,1.4575
,,,,,,,,1.451
,,,,,,,,1.4675
,,,,,,,,1.4595
,,,,,,,,1.4755
,,,,,,,,1.515
,,,,,,,,1.5335
,,,,,,,,1.5405
,,,,,,,,1.587
,,,,,,,,1.499
,,,,,,,,1.5875
,,,,,,,,1.5165
,,,,,,,,1.543
,,,,,,,,1.55
,,,,,,,,1.529
,,,,,,,,1.499
,,,,,,,,1.492
,,,,,,,,1.476
,,,,,,,,1.4745
,,,,,,,,1.484
,,,,,,,,1.47
,,,,,,,,1.464
,,,,,,,,1.485
,,,,,,,,1.4655
,,,,,,,,1.4335
,,,,,,,,1.4655
,,,,,,,,1.4775
,,,,,,,,1.468
,,,,,,,,1.4405
,,,,,,,,1.4315
,,,,,,,,1.501
,,,,,,,,1.4635
,,,,,,,,1.5175
,,,,,,,,1.562
,,,,,,,,1.526
,,,,,,,,1.5425
,,,,,,,,1.513
,,,,,,,,1.554
,,,,,,,,1.508
,,,,,,,,1.4725
,,,,,,,,1.485
,,,,,,,,1.4625
,,,,,,,,1.485
,,,,,,,,1.4595
,,,,,,,,1.455
,,,,,,,,1.455
,,,,,,,,1.439
,,,,,,,,1.4575
,,,,,,,,1.447
,,,,,,,,1.456
,,,,,,,,1.462
,,,,,,,,1.4495
,,,,,,,,1.4395
,,,,,,,,1.4355
,,,,,,,,1.504
,,,,,,,,1.475
,,,,,,,,1.5175
,,,,,,,,1.5075
,,,,,,,,1.492
,,,,,,,,1.4975
,,,,,,,,1.5255
,,,,,,,,1.5485
,,,,,,,,1.5255
,,,,,,,,1.503
,,,,,,,,1.477
,,,,,,,,1.459
,,,,,,,,1.482
,,,,,,,,1.447
,,,,,,,,1.467
,,,,,,,,1.4655
,,,,,,,,1.4605
,,,,,,,,1.451
,,,,,,,,1.4475
,,,,,,,,1.435
,,,,,,,,1.4455
,,,,,,,,1.442
,,,,,,,,1.437
,,,,,,,,1.439
,,,,,,,,1.466
,,,,,,,,1.496
,,,,,,,,1.539
,,,,,,,,1.497
,,,,,,,,1.5325
,,,,,,,,1.4895
,,,,,,,,1.5175
,,,,,,,,1.5065
,,,,,,,,1.4675
,,,,,,,,1.449
,,,,,,,,1.457
,,,,,,,,1.454
,,,,,,,,1.4405
,,,,,,,,1.44
,,,,,,,,1.445
,,,,,,,,1.438
,,,,,,,,1.427
,,,,,,,,1.4515
,,,,,,,,1.4355
,,,,,,,,1.453
,,,,,,,,1.427
,,,,,,,,1.4335
,,,,,,,,1.419
,,,,,,,,1.454
,,,,,,,,1.428
,,,,,,,,1.4425
,,,,,,,,1.5125
,,,,,,,,1.544
,,,,,,,,1.5485
,,,,,,,,1.492
,,,,,,,,1.466
,,,,,,,,1.502
,,,,,,,,1.4995
,,,,,,,,1.4565
,,,,,,,,1.4695
,,,,,,,,1.4505
,,,,,,,,1.461
,,,,,,,,1.4575
,,,,,,,,1.428
,,,,,,,,1.445
,,,,,,,,1.45
,,,,,,,,1.4365
,,,,,,,,1.4595
,,,,,,,,1.427
,,,,,,,,1.4265
,,,,,,,,1.4265
,,,,,,,,1.4395
,,,,,,,,1.455
,,,,,,,,1.3795
,,,,,,,,1.5095
,,,,,,,,1.4975
,,,,,,,,1.4535
,,,,,,,,1.4785
,,,,,,,,1.552
,,,,,,,,1.4395
,,,,,,,,1.513
,,,,,,,,1.4885
,,,,,,,,1.4395
,,,,,,,,1.4485
,,,,,,,,1.4485
,,,,,,,,1.427
,,,,,,,,1.4255
,,,,,,,,1.4365
,,,,,,,,1.418
,,,,,,,,1.424
,,,,,,,,1.432
,,,,,,,,1.4065
,,,,,,,,1.418
,,,,,,,,1.416
,,,,,,,,1.4145
,,,,,,,,1.3905
,,,,,,,,1.4105
,,,,,,,,1.45
,,,,,,,,1.448
